,age,gender,profile,tenure,TV,movies,Vouchers,calling,Total_charges,Billing,Loyalty
5536,18.0,0.0,3.0,6.0,21.0,48.0,77.0,24.0,6750.0,0.0,90.5
53612,39.0,0.0,0.0,10.0,30.0,9.0,0.0,42.0,3150.0,1.0,87.5
46115,33.0,1.0,1.0,10.0,30.0,18.0,44.0,30.0,4500.0,0.0,90.5
78384,51.0,0.0,4.0,10.0,24.0,15.0,55.0,36.0,4950.0,1.0,90.5
55253,39.0,0.0,1.0,10.0,27.0,21.0,55.0,42.0,6300.0,0.0,90.5
94658,57.0,0.0,3.0,10.0,30.0,42.0,22.0,48.0,2250.0,0.0,93.5
67228,39.0,1.0,3.0,10.0,45.0,15.0,99.0,36.0,5850.0,0.0,90.5
55549,39.0,0.0,1.0,18.0,3.0,6.0,0.0,12.0,5850.0,1.0,78.5
104264,57.0,1.0,3.0,10.0,15.0,15.0,11.0,0.0,900.0,1.0,62.5
97100,57.0,0.0,4.0,18.0,48.0,18.0,55.0,15.0,2250.0,1.0,93.5
962,18.0,0.0,0.0,10.0,15.0,12.0,77.0,6.0,3150.0,1.0,74.5
105397,57.0,1.0,3.0,26.0,18.0,30.0,11.0,36.0,5400.0,1.0,97.5
27090,21.0,1.0,0.0,6.0,33.0,21.0,99.0,9.0,5400.0,0.0,80.5
54959,39.0,0.0,1.0,10.0,9.0,0.0,66.0,33.0,1350.0,1.0,66.5
56260,39.0,0.0,1.0,26.0,36.0,24.0,99.0,24.0,5400.0,0.0,100.5
101703,57.0,1.0,2.0,2.0,6.0,24.0,33.0,12.0,4950.0,0.0,67.0
13807,18.0,1.0,3.0,6.0,42.0,0.0,88.0,48.0,0.0,1.0,72.5
69837,39.0,1.0,4.0,22.0,21.0,36.0,88.0,0.0,450.0,1.0,72.5
74151,51.0,0.0,2.0,2.0,21.0,45.0,0.0,15.0,2700.0,0.0,76.0
64962,39.0,1.0,1.0,26.0,39.0,6.0,77.0,33.0,4500.0,0.0,94.5
8707,18.0,1.0,0.0,10.0,45.0,33.0,33.0,6.0,2700.0,1.0,83.5
80809,51.0,1.0,0.0,6.0,42.0,21.0,44.0,30.0,4950.0,1.0,90.5
42180,33.0,0.0,3.0,26.0,12.0,36.0,11.0,24.0,6300.0,0.0,94.5
60802,39.0,0.0,4.0,14.0,39.0,33.0,0.0,3.0,5850.0,1.0,90.5
55554,39.0,0.0,1.0,18.0,3.0,6.0,22.0,6.0,4050.0,1.0,78.5
12724,18.0,1.0,2.0,18.0,3.0,33.0,88.0,42.0,5850.0,1.0,94.5
35383,21.0,1.0,4.0,26.0,12.0,39.0,11.0,6.0,5400.0,0.0,84.5
58248,39.0,0.0,3.0,6.0,42.0,3.0,0.0,39.0,4050.0,1.0,87.5
100459,57.0,1.0,1.0,10.0,12.0,24.0,11.0,48.0,1800.0,1.0,72.5
94381,57.0,0.0,3.0,6.0,27.0,36.0,11.0,24.0,6750.0,1.0,93.5
8804,18.0,1.0,0.0,14.0,9.0,0.0,77.0,6.0,6300.0,0.0,78.5
70178,39.0,1.0,4.0,26.0,21.0,27.0,88.0,3.0,1800.0,0.0,72.5
67634,39.0,1.0,3.0,18.0,3.0,27.0,44.0,24.0,4950.0,0.0,94.5
39589,33.0,0.0,2.0,10.0,48.0,0.0,0.0,27.0,6300.0,0.0,87.5
44738,33.0,1.0,0.0,18.0,33.0,45.0,0.0,15.0,6750.0,0.0,96.5
45160,33.0,1.0,0.0,26.0,18.0,42.0,55.0,18.0,450.0,0.0,78.5
103519,57.0,1.0,2.0,26.0,36.0,6.0,99.0,9.0,3150.0,1.0,84.5
86070,51.0,1.0,3.0,14.0,21.0,30.0,33.0,36.0,0.0,1.0,82.5
75694,51.0,0.0,2.0,26.0,15.0,39.0,11.0,9.0,6750.0,1.0,87.5
48113,33.0,1.0,2.0,14.0,48.0,30.0,77.0,6.0,4950.0,0.0,90.5
16025,18.0,1.0,4.0,14.0,6.0,9.0,88.0,9.0,5400.0,1.0,78.5
47037,33.0,1.0,1.0,26.0,42.0,24.0,11.0,39.0,4500.0,0.0,100.5
47187,33.0,1.0,2.0,2.0,39.0,24.0,88.0,39.0,900.0,1.0,68.0
24150,21.0,0.0,3.0,22.0,36.0,15.0,77.0,27.0,6750.0,0.0,97.5
46878,33.0,1.0,1.0,22.0,42.0,48.0,55.0,12.0,900.0,1.0,75.5
13324,18.0,1.0,2.0,26.0,45.0,6.0,22.0,24.0,2250.0,1.0,94.5
92941,57.0,0.0,2.0,10.0,27.0,36.0,66.0,36.0,4050.0,1.0,93.5
11673,18.0,1.0,1.0,26.0,33.0,48.0,11.0,24.0,1350.0,0.0,85.5
5213,18.0,0.0,2.0,26.0,42.0,30.0,33.0,36.0,6750.0,0.0,100.5
85102,51.0,1.0,2.0,26.0,0.0,18.0,0.0,12.0,5400.0,0.0,81.5
8869,18.0,1.0,0.0,14.0,15.0,9.0,0.0,42.0,2700.0,1.0,91.5
104194,57.0,1.0,3.0,10.0,0.0,45.0,66.0,0.0,1350.0,0.0,62.5
77289,51.0,0.0,3.0,18.0,18.0,3.0,66.0,42.0,3150.0,0.0,91.5
20181,21.0,0.0,1.0,14.0,45.0,21.0,22.0,48.0,2700.0,0.0,97.5
61587,39.0,0.0,4.0,26.0,42.0,27.0,55.0,3.0,900.0,0.0,75.5
84460,51.0,1.0,2.0,14.0,0.0,42.0,99.0,33.0,4500.0,0.0,94.5
6309,18.0,0.0,3.0,18.0,42.0,45.0,55.0,30.0,4500.0,1.0,100.5
3323,18.0,0.0,1.0,26.0,12.0,36.0,22.0,36.0,4950.0,1.0,94.5
26052,21.0,0.0,4.0,18.0,15.0,6.0,88.0,3.0,450.0,0.0,66.5
20355,21.0,0.0,1.0,22.0,6.0,21.0,0.0,9.0,1350.0,1.0,66.5
90921,57.0,0.0,1.0,2.0,9.0,18.0,55.0,30.0,2250.0,0.0,74.0
103942,57.0,1.0,3.0,6.0,0.0,30.0,55.0,33.0,6300.0,0.0,87.5
52464,33.0,1.0,4.0,26.0,3.0,3.0,77.0,36.0,0.0,0.0,73.5
100153,57.0,1.0,1.0,6.0,18.0,27.0,66.0,39.0,2700.0,0.0,90.5
45734,33.0,1.0,1.0,6.0,18.0,36.0,11.0,39.0,5850.0,0.0,90.5
27030,21.0,1.0,0.0,6.0,30.0,21.0,99.0,45.0,4050.0,0.0,90.5
80027,51.0,1.0,0.0,2.0,27.0,3.0,11.0,24.0,2250.0,1.0,77.0
99504,57.0,1.0,0.0,22.0,27.0,9.0,88.0,30.0,1800.0,1.0,79.5
30140,21.0,1.0,2.0,2.0,15.0,12.0,22.0,39.0,4050.0,0.0,74.0
51816,33.0,1.0,4.0,18.0,15.0,12.0,88.0,33.0,2250.0,0.0,91.5
92799,57.0,0.0,2.0,6.0,21.0,6.0,0.0,21.0,450.0,0.0,65.5
70065,39.0,1.0,4.0,26.0,9.0,39.0,66.0,15.0,450.0,1.0,75.5
87512,51.0,1.0,4.0,6.0,12.0,12.0,66.0,15.0,900.0,0.0,62.5
83983,51.0,1.0,2.0,2.0,48.0,48.0,0.0,21.0,4050.0,1.0,79.0
42116,33.0,0.0,3.0,26.0,6.0,6.0,99.0,42.0,5850.0,0.0,88.5
88688,51.0,1.0,4.0,26.0,6.0,45.0,99.0,0.0,450.0,0.0,69.5
54420,39.0,0.0,0.0,26.0,39.0,0.0,11.0,33.0,6750.0,1.0,94.5
56684,39.0,0.0,2.0,6.0,42.0,21.0,55.0,15.0,0.0,0.0,71.5
83366,51.0,1.0,1.0,22.0,9.0,39.0,66.0,15.0,4950.0,0.0,90.5
103896,57.0,1.0,3.0,2.0,48.0,48.0,11.0,12.0,6300.0,1.0,73.0
58489,39.0,0.0,3.0,10.0,21.0,18.0,44.0,45.0,1350.0,0.0,72.5
70731,51.0,0.0,0.0,6.0,3.0,42.0,44.0,30.0,2700.0,0.0,87.5
2092,18.0,0.0,0.0,26.0,18.0,33.0,44.0,9.0,5400.0,0.0,87.5
95252,57.0,0.0,3.0,22.0,15.0,3.0,22.0,36.0,450.0,1.0,76.5
11460,18.0,1.0,1.0,26.0,18.0,15.0,88.0,6.0,2250.0,1.0,84.5
60242,39.0,0.0,4.0,10.0,12.0,36.0,88.0,6.0,3150.0,1.0,77.5
57542,39.0,0.0,2.0,22.0,36.0,39.0,11.0,27.0,5850.0,0.0,100.5
93107,57.0,0.0,2.0,14.0,18.0,0.0,77.0,39.0,1800.0,0.0,76.5
44908,33.0,1.0,0.0,22.0,42.0,3.0,11.0,15.0,450.0,1.0,75.5
49066,33.0,1.0,3.0,6.0,0.0,48.0,99.0,42.0,6300.0,0.0,87.5
84141,51.0,1.0,2.0,6.0,15.0,45.0,88.0,45.0,4500.0,0.0,90.5
53256,39.0,0.0,0.0,6.0,3.0,9.0,99.0,9.0,5850.0,1.0,71.5
81597,51.0,1.0,0.0,18.0,24.0,42.0,99.0,6.0,450.0,0.0,75.5
66763,39.0,1.0,3.0,6.0,12.0,15.0,0.0,9.0,5400.0,0.0,74.5
54655,39.0,0.0,1.0,6.0,0.0,27.0,0.0,15.0,2700.0,0.0,83.5
28932,21.0,1.0,1.0,10.0,15.0,24.0,88.0,24.0,4950.0,1.0,90.5
88624,51.0,1.0,4.0,26.0,0.0,42.0,66.0,18.0,1350.0,0.0,75.5
101869,57.0,1.0,2.0,6.0,39.0,45.0,44.0,45.0,5400.0,0.0,93.5
6082,18.0,0.0,3.0,18.0,3.0,15.0,44.0,12.0,4050.0,1.0,81.5
41103,33.0,0.0,3.0,6.0,0.0,30.0,55.0,12.0,1800.0,1.0,62.5
33322,21.0,1.0,3.0,18.0,18.0,45.0,99.0,21.0,1800.0,1.0,78.5
5557,18.0,0.0,3.0,6.0,24.0,21.0,66.0,48.0,6300.0,1.0,90.5
104038,57.0,1.0,3.0,6.0,24.0,18.0,22.0,33.0,2700.0,0.0,90.5
89639,57.0,0.0,0.0,10.0,30.0,3.0,44.0,30.0,4050.0,1.0,87.5
95558,57.0,0.0,4.0,6.0,3.0,42.0,88.0,6.0,4950.0,1.0,77.5
55387,39.0,0.0,1.0,14.0,0.0,45.0,77.0,24.0,450.0,1.0,79.5
61641,39.0,1.0,0.0,2.0,6.0,48.0,0.0,27.0,1350.0,1.0,62.0
79004,51.0,0.0,4.0,18.0,18.0,30.0,0.0,39.0,5850.0,1.0,97.5
3021,18.0,0.0,1.0,14.0,48.0,30.0,77.0,36.0,5400.0,1.0,100.5
59544,39.0,0.0,3.0,22.0,39.0,30.0,33.0,21.0,5400.0,1.0,96.5
28380,21.0,1.0,0.0,26.0,42.0,42.0,22.0,42.0,4950.0,0.0,100.5
29279,21.0,1.0,1.0,14.0,42.0,45.0,55.0,36.0,2700.0,0.0,100.5
82078,51.0,1.0,1.0,2.0,30.0,42.0,11.0,18.0,3150.0,1.0,79.0
75764,51.0,0.0,2.0,26.0,27.0,3.0,22.0,9.0,0.0,1.0,69.5
39776,33.0,0.0,2.0,14.0,3.0,24.0,66.0,6.0,4500.0,0.0,84.5
77495,51.0,0.0,3.0,18.0,36.0,18.0,0.0,21.0,900.0,1.0,78.5
78985,51.0,0.0,4.0,18.0,18.0,6.0,77.0,27.0,6300.0,0.0,91.5
26079,21.0,0.0,4.0,18.0,15.0,18.0,44.0,12.0,1350.0,0.0,69.5
104686,57.0,1.0,3.0,14.0,33.0,42.0,55.0,3.0,4950.0,0.0,90.5
21891,21.0,0.0,2.0,14.0,15.0,48.0,88.0,18.0,2700.0,0.0,93.5
1844,18.0,0.0,0.0,22.0,18.0,0.0,33.0,6.0,4050.0,0.0,81.5
83304,51.0,1.0,1.0,18.0,36.0,3.0,22.0,48.0,2250.0,0.0,94.5
81813,51.0,1.0,0.0,26.0,39.0,9.0,99.0,33.0,4950.0,0.0,94.5
65101,39.0,1.0,2.0,2.0,21.0,24.0,33.0,21.0,1350.0,0.0,61.0
89319,57.0,0.0,0.0,6.0,9.0,21.0,55.0,3.0,1800.0,0.0,59.5
80857,51.0,1.0,0.0,6.0,48.0,3.0,77.0,45.0,6300.0,1.0,87.5
72165,51.0,0.0,1.0,2.0,18.0,36.0,55.0,48.0,1800.0,1.0,65.0
22382,21.0,0.0,2.0,22.0,9.0,48.0,66.0,6.0,1800.0,1.0,69.5
31607,21.0,1.0,2.0,22.0,12.0,12.0,66.0,30.0,2250.0,0.0,88.5
23752,21.0,0.0,3.0,18.0,27.0,30.0,11.0,33.0,4500.0,0.0,100.5
99229,57.0,1.0,0.0,22.0,3.0,0.0,55.0,12.0,6750.0,1.0,78.5
12596,18.0,1.0,2.0,14.0,33.0,18.0,22.0,6.0,4500.0,0.0,87.5
89524,57.0,0.0,0.0,10.0,18.0,9.0,66.0,21.0,5400.0,0.0,80.5
27171,21.0,1.0,0.0,6.0,39.0,30.0,0.0,9.0,6300.0,0.0,83.5
54556,39.0,0.0,1.0,2.0,12.0,42.0,88.0,27.0,6750.0,0.0,77.0
16580,18.0,1.0,4.0,22.0,0.0,12.0,66.0,36.0,5850.0,1.0,88.5
6549,18.0,0.0,3.0,22.0,39.0,48.0,44.0,9.0,2250.0,1.0,90.5
72852,51.0,0.0,1.0,14.0,21.0,39.0,33.0,9.0,4950.0,1.0,87.5
71257,51.0,0.0,0.0,18.0,12.0,15.0,11.0,0.0,4050.0,1.0,81.5
51712,33.0,1.0,4.0,14.0,33.0,24.0,66.0,15.0,900.0,1.0,81.5
87882,51.0,1.0,4.0,10.0,0.0,18.0,33.0,6.0,4050.0,1.0,74.5
50866,33.0,1.0,4.0,6.0,3.0,42.0,99.0,36.0,5850.0,0.0,87.5
34877,21.0,1.0,4.0,18.0,3.0,27.0,88.0,36.0,2250.0,0.0,94.5
68314,39.0,1.0,4.0,2.0,0.0,45.0,11.0,21.0,1800.0,0.0,58.0
100759,57.0,1.0,1.0,18.0,39.0,0.0,77.0,27.0,1350.0,0.0,79.5
52915,39.0,0.0,0.0,2.0,18.0,36.0,44.0,27.0,5400.0,1.0,80.0
67807,39.0,1.0,3.0,18.0,18.0,24.0,77.0,30.0,4500.0,0.0,97.5
94015,57.0,0.0,3.0,2.0,12.0,12.0,0.0,9.0,1800.0,0.0,46.0
21595,21.0,0.0,2.0,10.0,12.0,48.0,77.0,21.0,0.0,1.0,68.5
79380,51.0,0.0,4.0,26.0,9.0,33.0,99.0,30.0,450.0,0.0,79.5
41289,33.0,0.0,3.0,10.0,9.0,18.0,22.0,30.0,450.0,0.0,69.5
92359,57.0,0.0,1.0,26.0,18.0,27.0,88.0,36.0,4950.0,1.0,97.5
53299,39.0,0.0,0.0,6.0,6.0,18.0,11.0,48.0,3600.0,0.0,84.5
37466,33.0,0.0,1.0,2.0,0.0,18.0,77.0,48.0,3150.0,0.0,74.0
60504,39.0,0.0,4.0,14.0,0.0,48.0,0.0,3.0,900.0,1.0,69.5
25203,21.0,0.0,4.0,6.0,33.0,0.0,77.0,0.0,3150.0,0.0,77.5
51224,33.0,1.0,4.0,10.0,24.0,0.0,99.0,6.0,6750.0,1.0,77.5
66584,39.0,1.0,3.0,2.0,27.0,36.0,99.0,9.0,2700.0,1.0,73.0
75471,51.0,0.0,2.0,22.0,24.0,48.0,99.0,6.0,5400.0,0.0,90.5
33027,21.0,1.0,3.0,14.0,15.0,6.0,0.0,27.0,900.0,0.0,76.5
29458,21.0,1.0,1.0,18.0,6.0,48.0,77.0,21.0,3150.0,0.0,90.5
58783,39.0,0.0,3.0,14.0,6.0,42.0,77.0,45.0,2250.0,1.0,94.5
35952,33.0,0.0,0.0,6.0,24.0,3.0,0.0,12.0,900.0,0.0,62.5
56662,39.0,0.0,2.0,6.0,30.0,45.0,44.0,3.0,0.0,1.0,68.5
3928,18.0,0.0,2.0,6.0,27.0,24.0,44.0,42.0,3150.0,0.0,93.5
28028,21.0,1.0,0.0,22.0,15.0,24.0,66.0,33.0,6750.0,0.0,97.5
72834,51.0,0.0,1.0,14.0,12.0,48.0,99.0,48.0,1800.0,1.0,79.5
40152,33.0,0.0,2.0,18.0,45.0,3.0,0.0,33.0,900.0,0.0,79.5
46352,33.0,1.0,1.0,14.0,27.0,6.0,55.0,12.0,5850.0,1.0,84.5
45804,33.0,1.0,1.0,6.0,33.0,24.0,55.0,30.0,3150.0,0.0,93.5
21629,21.0,0.0,2.0,10.0,45.0,15.0,99.0,42.0,5850.0,0.0,90.5
55557,39.0,0.0,1.0,18.0,3.0,6.0,88.0,15.0,0.0,0.0,69.5
31745,21.0,1.0,2.0,22.0,36.0,42.0,44.0,39.0,900.0,1.0,85.5
107206,57.0,1.0,4.0,18.0,45.0,15.0,0.0,18.0,1350.0,0.0,78.5
96665,57.0,0.0,4.0,14.0,39.0,9.0,44.0,0.0,0.0,0.0,69.5
74919,51.0,0.0,2.0,18.0,0.0,12.0,33.0,33.0,450.0,1.0,73.5
6044,18.0,0.0,3.0,18.0,3.0,3.0,55.0,39.0,5850.0,0.0,88.5
78475,51.0,0.0,4.0,10.0,39.0,3.0,88.0,3.0,6300.0,1.0,77.5
89616,57.0,0.0,0.0,10.0,27.0,36.0,22.0,42.0,6750.0,1.0,93.5
36766,33.0,0.0,0.0,14.0,21.0,12.0,77.0,39.0,4500.0,1.0,91.5
82698,51.0,1.0,1.0,10.0,48.0,12.0,55.0,0.0,6300.0,1.0,77.5
44352,33.0,1.0,0.0,10.0,27.0,21.0,44.0,45.0,5850.0,1.0,90.5
105842,57.0,1.0,4.0,2.0,45.0,21.0,22.0,45.0,1350.0,0.0,65.0
1732,18.0,0.0,0.0,18.0,18.0,48.0,99.0,45.0,450.0,1.0,82.5
102659,57.0,1.0,2.0,18.0,45.0,30.0,66.0,9.0,1800.0,0.0,75.5
82496,51.0,1.0,1.0,10.0,21.0,9.0,66.0,21.0,6750.0,0.0,80.5
16965,18.0,1.0,4.0,26.0,30.0,33.0,88.0,18.0,2700.0,0.0,96.5
76263,51.0,0.0,3.0,6.0,42.0,30.0,77.0,15.0,900.0,0.0,74.5
75194,51.0,0.0,2.0,18.0,27.0,27.0,11.0,15.0,6300.0,0.0,96.5
24490,21.0,0.0,3.0,26.0,39.0,33.0,88.0,21.0,2700.0,1.0,96.5
68398,39.0,1.0,4.0,2.0,6.0,42.0,66.0,24.0,4050.0,0.0,77.0
38174,33.0,0.0,1.0,14.0,42.0,30.0,55.0,21.0,4500.0,1.0,96.5
84199,51.0,1.0,2.0,6.0,21.0,48.0,88.0,6.0,5850.0,1.0,80.5
18837,21.0,0.0,0.0,18.0,42.0,21.0,88.0,6.0,2700.0,0.0,87.5
66187,39.0,1.0,2.0,22.0,36.0,21.0,55.0,39.0,6750.0,0.0,97.5
102495,57.0,1.0,2.0,18.0,30.0,39.0,44.0,21.0,4050.0,1.0,96.5
83682,51.0,1.0,1.0,26.0,18.0,48.0,44.0,48.0,6300.0,0.0,97.5
20446,21.0,0.0,1.0,22.0,30.0,33.0,55.0,48.0,1800.0,1.0,85.5
44109,33.0,1.0,0.0,6.0,36.0,27.0,55.0,18.0,900.0,0.0,74.5
33834,21.0,1.0,3.0,26.0,24.0,6.0,0.0,24.0,4500.0,0.0,94.5
29777,21.0,1.0,1.0,22.0,39.0,30.0,77.0,45.0,3150.0,1.0,100.5
23580,21.0,0.0,3.0,18.0,12.0,42.0,66.0,33.0,4950.0,0.0,94.5
43014,33.0,0.0,4.0,14.0,30.0,9.0,33.0,45.0,900.0,1.0,79.5
9482,18.0,1.0,0.0,26.0,9.0,45.0,22.0,33.0,450.0,1.0,79.5
46877,33.0,1.0,1.0,22.0,42.0,48.0,55.0,0.0,6750.0,0.0,90.5
60737,39.0,0.0,4.0,14.0,39.0,0.0,44.0,0.0,4500.0,1.0,84.5
90753,57.0,0.0,0.0,26.0,21.0,30.0,0.0,15.0,6300.0,0.0,93.5
45279,33.0,1.0,0.0,26.0,48.0,21.0,44.0,42.0,1800.0,0.0,82.5
22296,21.0,0.0,2.0,22.0,9.0,0.0,66.0,15.0,4500.0,1.0,84.5
100317,57.0,1.0,1.0,10.0,3.0,0.0,66.0,30.0,3150.0,1.0,81.5
64264,39.0,1.0,1.0,18.0,12.0,30.0,66.0,45.0,2250.0,1.0,94.5
96003,57.0,0.0,4.0,10.0,18.0,24.0,0.0,6.0,2250.0,1.0,80.5
57590,39.0,0.0,2.0,22.0,39.0,24.0,55.0,6.0,6750.0,0.0,90.5
106650,57.0,1.0,4.0,10.0,24.0,0.0,88.0,0.0,1800.0,1.0,62.5
59322,39.0,0.0,3.0,22.0,3.0,21.0,99.0,9.0,1800.0,0.0,66.5
84914,51.0,1.0,2.0,22.0,21.0,18.0,33.0,45.0,1800.0,1.0,79.5
78616,51.0,0.0,4.0,14.0,6.0,48.0,33.0,12.0,4050.0,1.0,84.5
46927,33.0,1.0,1.0,26.0,6.0,36.0,99.0,30.0,450.0,0.0,79.5
12620,18.0,1.0,2.0,14.0,33.0,30.0,66.0,27.0,5850.0,0.0,100.5
48383,33.0,1.0,2.0,18.0,30.0,30.0,99.0,39.0,1800.0,1.0,85.5
67578,39.0,1.0,3.0,14.0,48.0,6.0,99.0,33.0,1350.0,0.0,79.5
100313,57.0,1.0,1.0,6.0,36.0,45.0,88.0,27.0,900.0,0.0,78.5
76017,51.0,0.0,3.0,2.0,24.0,48.0,66.0,30.0,6300.0,1.0,83.0
671,18.0,0.0,0.0,6.0,33.0,48.0,66.0,12.0,4500.0,0.0,83.5
87890,51.0,1.0,4.0,10.0,0.0,18.0,99.0,36.0,0.0,1.0,69.5
61903,39.0,1.0,0.0,6.0,15.0,48.0,88.0,3.0,5850.0,1.0,80.5
77265,51.0,0.0,3.0,18.0,12.0,30.0,44.0,24.0,3150.0,1.0,94.5
66662,39.0,1.0,3.0,2.0,36.0,48.0,55.0,30.0,6300.0,0.0,83.0
11837,18.0,1.0,2.0,2.0,30.0,45.0,33.0,27.0,4950.0,0.0,83.0
15909,18.0,1.0,4.0,10.0,30.0,9.0,0.0,21.0,4500.0,1.0,83.5
42224,33.0,0.0,3.0,26.0,21.0,30.0,77.0,21.0,2250.0,1.0,93.5
97744,57.0,1.0,0.0,2.0,24.0,33.0,33.0,12.0,3600.0,1.0,73.0
12583,18.0,1.0,2.0,14.0,30.0,39.0,88.0,12.0,6300.0,0.0,90.5
57394,39.0,0.0,2.0,22.0,0.0,15.0,99.0,6.0,4500.0,0.0,81.5
103867,57.0,1.0,3.0,2.0,48.0,36.0,22.0,36.0,4950.0,0.0,83.0
25304,21.0,0.0,4.0,6.0,45.0,3.0,99.0,15.0,450.0,1.0,68.5
103192,57.0,1.0,2.0,26.0,15.0,21.0,44.0,18.0,0.0,1.0,75.5
31223,21.0,1.0,2.0,14.0,30.0,39.0,88.0,12.0,5400.0,1.0,90.5
22262,21.0,0.0,2.0,22.0,6.0,9.0,0.0,39.0,450.0,1.0,73.5
88601,51.0,1.0,4.0,26.0,0.0,0.0,0.0,9.0,5850.0,1.0,78.5
68450,39.0,1.0,4.0,2.0,39.0,3.0,55.0,45.0,2250.0,0.0,77.0
82013,51.0,1.0,1.0,2.0,24.0,24.0,99.0,48.0,4050.0,1.0,83.0
6273,18.0,0.0,3.0,18.0,42.0,12.0,99.0,12.0,900.0,0.0,69.5
3983,18.0,0.0,2.0,6.0,30.0,39.0,77.0,9.0,6300.0,1.0,83.5
61833,39.0,1.0,0.0,6.0,15.0,3.0,44.0,24.0,2700.0,1.0,84.5
35637,33.0,0.0,0.0,2.0,3.0,42.0,22.0,0.0,6750.0,1.0,67.0
107441,57.0,1.0,4.0,22.0,48.0,0.0,99.0,24.0,1350.0,0.0,79.5
103758,57.0,1.0,3.0,2.0,36.0,15.0,11.0,21.0,450.0,0.0,61.0
98087,57.0,1.0,0.0,6.0,21.0,12.0,11.0,3.0,3150.0,1.0,74.5
70984,51.0,0.0,0.0,10.0,6.0,48.0,99.0,24.0,450.0,1.0,72.5
90366,57.0,0.0,0.0,22.0,0.0,33.0,22.0,15.0,450.0,1.0,75.5
99891,57.0,1.0,0.0,26.0,39.0,6.0,33.0,45.0,5400.0,1.0,94.5
64867,39.0,1.0,1.0,26.0,36.0,6.0,88.0,39.0,900.0,1.0,79.5
51498,33.0,1.0,4.0,14.0,21.0,12.0,0.0,6.0,4950.0,0.0,81.5
60790,39.0,0.0,4.0,14.0,39.0,27.0,22.0,12.0,1800.0,1.0,75.5
53473,39.0,0.0,0.0,10.0,12.0,3.0,99.0,12.0,3150.0,0.0,71.5
18317,21.0,0.0,0.0,14.0,15.0,48.0,11.0,18.0,4050.0,0.0,93.5
41283,33.0,0.0,3.0,10.0,9.0,18.0,11.0,48.0,5400.0,0.0,84.5
88627,51.0,1.0,4.0,26.0,0.0,42.0,66.0,30.0,2700.0,0.0,94.5
107291,57.0,1.0,4.0,22.0,9.0,9.0,99.0,3.0,1350.0,0.0,63.5
75459,51.0,0.0,2.0,22.0,24.0,45.0,77.0,27.0,2700.0,1.0,100.5
88057,51.0,1.0,4.0,10.0,33.0,36.0,44.0,24.0,5400.0,0.0,93.5
45981,33.0,1.0,1.0,6.0,48.0,36.0,11.0,21.0,3600.0,1.0,89.5
23516,21.0,0.0,3.0,18.0,9.0,12.0,66.0,6.0,5400.0,1.0,78.5
91612,57.0,0.0,1.0,10.0,6.0,24.0,66.0,21.0,0.0,1.0,68.5
7954,18.0,0.0,4.0,22.0,42.0,24.0,22.0,12.0,6750.0,0.0,90.5
25897,21.0,0.0,4.0,14.0,36.0,12.0,88.0,30.0,6300.0,1.0,94.5
56405,39.0,0.0,2.0,2.0,21.0,24.0,77.0,12.0,4950.0,1.0,70.0
83693,51.0,1.0,1.0,26.0,33.0,21.0,77.0,33.0,1350.0,1.0,82.5
28651,21.0,1.0,1.0,6.0,15.0,6.0,99.0,15.0,0.0,0.0,65.5
22254,21.0,0.0,2.0,22.0,3.0,45.0,44.0,18.0,0.0,1.0,75.5
60490,39.0,0.0,4.0,14.0,0.0,42.0,22.0,24.0,5850.0,1.0,94.5
16249,18.0,1.0,4.0,14.0,48.0,9.0,11.0,21.0,3600.0,1.0,90.5
84854,51.0,1.0,2.0,22.0,12.0,27.0,22.0,15.0,3600.0,0.0,90.5
3829,18.0,0.0,2.0,6.0,6.0,18.0,88.0,33.0,5400.0,0.0,84.5
33541,21.0,1.0,3.0,22.0,3.0,12.0,33.0,3.0,5850.0,1.0,78.5
93559,57.0,0.0,2.0,22.0,33.0,33.0,88.0,48.0,5400.0,0.0,100.5
65953,39.0,1.0,2.0,22.0,6.0,39.0,22.0,33.0,4500.0,1.0,94.5
46149,33.0,1.0,1.0,10.0,33.0,33.0,11.0,12.0,1800.0,0.0,68.5
40491,33.0,0.0,2.0,22.0,48.0,24.0,77.0,6.0,1350.0,1.0,75.5
48556,33.0,1.0,2.0,22.0,21.0,39.0,0.0,24.0,3600.0,0.0,97.5
106165,57.0,1.0,4.0,6.0,21.0,27.0,33.0,39.0,6750.0,0.0,90.5
61158,39.0,0.0,4.0,22.0,6.0,33.0,66.0,6.0,4950.0,0.0,84.5
58476,39.0,0.0,3.0,10.0,9.0,39.0,99.0,45.0,2700.0,1.0,87.5
57116,39.0,0.0,2.0,14.0,9.0,3.0,55.0,12.0,2700.0,1.0,78.5
63121,39.0,1.0,0.0,26.0,9.0,18.0,88.0,42.0,5400.0,0.0,91.5
56363,39.0,0.0,2.0,2.0,18.0,36.0,88.0,27.0,4050.0,0.0,80.0
85027,51.0,1.0,2.0,22.0,27.0,18.0,44.0,0.0,3150.0,0.0,87.5
105922,57.0,1.0,4.0,6.0,6.0,0.0,44.0,9.0,6300.0,1.0,71.5
104697,57.0,1.0,3.0,14.0,33.0,48.0,88.0,12.0,3600.0,1.0,90.5
84697,51.0,1.0,2.0,18.0,9.0,9.0,0.0,9.0,0.0,0.0,63.5
